B2,B3,B4,B8,B11,B12,NDVI,NDMI,longitude,latitude,geology_favorability
429.0,618.0,576.5,2116.5,1750.5,1055.5,0.5718529,0.09464701,79.702035436692,21.54510394279419,0.5294172630924501
350.0,504.0,389.5,1729.5,1417.5,719.0,0.63237375,0.09914204,79.70221509974883,21.54510394279419,0.5238825525176463
368.0,522.5,444.5,1898.5,1518.0,859.5,0.6205719,0.111371286,79.70239476280565,21.54510394279419,0.5467077627435118
407.5,565.5,526.0,1866.5,1647.5,954.0,0.5602926,0.06232214,79.70257442586248,21.54510394279419,0.5866889098369101
373.5,532.0,444.5,1916.5,1622.5,849.5,0.62346464,0.08307432,79.7027540889193,21.54510394279419,0.6182432102731128
376.5,539.0,495.5,2061.0,1573.5,883.5,0.61236066,0.13413124,79.70293375197613,21.54510394279419,0.6508256327478289
370.5,522.0,485.0,1966.5,1693.5,945.5,0.60432386,0.07459016,79.70311341503294,21.54510394279419,0.6468170845250545
408.0,574.0,560.0,2108.0,1711.0,974.0,0.5802099,0.10395391,79.70329307808977,21.54510394279419,0.6290768492141843
363.5,509.5,454.5,1716.0,1822.0,1045.5,0.5812025,-0.02996043,79.7034727411466,21.54510394279419,0.6113366139033141
363.5,509.5,454.5,1716.0,1822.0,1045.5,0.5812025,-0.02996043,79.70365240420342,21.54510394279419,0.5935963785924439
489.5,653.0,699.0,2259.0,2161.5,1388.5,0.5273834,0.022056328,79.70383206726025,21.54510394279419,0.6082237868061403
447.5,602.5,602.0,1994.0,1941.5,1176.0,0.5362095,0.013340109,79.70401173031706,21.54510394279419,0.6351832045886309
442.0,608.5,573.5,2219.5,1850.5,1093.0,0.5893305,0.09066339,79.70419139337389,21.54510394279419,0.6514291418026312
460.5,634.5,631.0,2038.5,2281.0,1467.5,0.5272523,-0.056140758,79.70437105643072,21.54510394279419,0.6017144606155401
657.0,893.0,1075.0,2570.5,2900.5,2083.5,0.4102318,-0.06031804,79.70455071948754,21.54510394279419,0.5443603478497037
612.5,829.0,995.5,2558.0,2819.0,1929.0,0.43970734,-0.048540078,79.70473038254437,21.54510394279419,0.5344381816684773
481.5,641.5,673.0,2068.5,2239.5,1383.5,0.5090279,-0.039693594,79.7049100456012,21.54510394279419,0.5388933178256696
426.0,621.0,569.0,2107.5,1917.0,1148.5,0.57481784,0.047335073,79.70508970865801,21.54510394279419,0.6144411733309776
379.0,532.5,449.5,1917.5,1730.5,1013.0,0.6201943,0.051260963,79.70526937171483,21.54510394279419,0.6307093067336988
360.5,514.0,458.5,2001.0,1673.0,910.5,0.62716,0.08927599,79.70544903477166,21.54510394279419,0.6497620649025222
395.0,557.0,498.5,2089.5,1826.5,1034.0,0.61476046,0.06716037,79.70562869782849,21.54510394279419,0.6688148230713458
433.5,562.0,579.5,2101.0,2020.5,1195.5,0.56761795,0.019531723,79.70580836088531,21.54510394279419,0.6878675812401691
479.0,641.0,691.0,2275.5,2120.5,1239.0,0.5341311,0.035259325,79.70598802394213,21.54510394279419,0.7005064070599887
479.0,641.0,691.0,2275.5,2120.5,1239.0,0.5341311,0.035259325,79.70616768699895,21.54510394279419,0.6624087393745832
444.5,592.0,584.5,2248.5,1886.5,1108.5,0.58736324,0.08754534,79.70634735005578,21.54510394279419,0.6243110716891778
396.0,537.0,503.0,1945.0,1669.0,893.5,0.58905226,0.07636967,79.7065270131126,21.54510394279419,0.5862134040037724
391.0,544.5,469.0,2168.5,1630.0,881.0,0.6443602,0.14176649,79.70670667616943,21.54510394279419,0.5496303579169372
389.5,558.0,464.0,2171.0,1597.5,855.5,0.64781785,0.15218256,79.70688633922626,21.54510394279419,0.5505979891808095
364.5,482.5,385.5,1936.5,1467.0,749.5,0.6679587,0.13794623,79.70706600228307,21.54510394279419,0.5396535353967781
385.5,522.5,419.5,2245.5,1399.5,689.5,0.6851782,0.23209876,79.7072456653399,21.54510394279419,0.49404833824010025
376.5,515.5,384.0,2305.5,1409.5,666.5,0.71444505,0.24118438,79.70742532839672,21.54510394279419,0.4541884169053058
374.0,502.0,385.0,2216.0,1370.5,667.0,0.70396,0.23574516,79.70760499145355,21.54510394279419,0.4382437225510078
370.5,485.5,375.0,2253.5,1435.0,692.0,0.7146662,0.22190592,79.70778465451038,21.54510394279419,0.47120119503059243
398.0,553.5,487.5,2335.0,1831.0,973.0,0.6545616,0.120979354,79.70796431756719,21.54510394279419,0.5041586675075704
469.5,682.5,663.0,2697.0,2064.5,1154.5,0.60535717,0.1328363,79.70814398062402,21.54510394279419,0.5403639993851564
394.0,598.5,479.0,2476.0,1723.0,909.0,0.6758037,0.17932841,79.70832364368084,21.54510394279419,0.5794514532236436
386.5,575.0,462.0,2577.5,1738.0,899.0,0.6960026,0.19453134,79.70850330673767,21.54510394279419,0.6085998917299292
386.5,575.0,462.0,2577.5,1738.0,899.0,0.6960026,0.19453134,79.7086829697945,21.54510394279419,0.6500007655884527
368.5,566.0,401.5,2748.5,1642.5,815.5,0.74507934,0.25187886,79.70886263285132,21.54510394279419,0.6823856577895856
381.5,566.0,409.0,2774.0,1588.0,763.0,0.74300975,0.27189362,79.70904229590813,21.54510394279419,0.6223143875407229
340.0,501.0,373.5,2555.0,1478.5,702.0,0.7449206,0.2668898,79.70922195896496,21.54510394279419,0.5222331449505848
335.5,504.5,364.0,2667.0,1483.0,689.0,0.7598152,0.2853012,79.70940162202179,21.54510394279419,0.42085399077712815
334.0,487.5,371.0,2244.5,1441.5,661.5,0.7163066,0.21785133,79.70958128507861,21.54510394279419,0.41382182619002555
330.0,510.0,352.5,2567.0,1491.0,664.0,0.7585203,0.26515526,79.70976094813544,21.54510394279419,0.4164195289538312
347.5,539.5,406.0,2508.5,1638.0,773.5,0.72139305,0.2099361,79.70994061119225,21.54510394279419,0.414860011377011
317.5,495.5,361.5,2445.5,1535.0,737.5,0.7424296,0.22874011,79.71012027424908,21.54510394279419,0.41247307200187966
362.5,533.5,427.0,2490.0,1534.5,749.0,0.7072335,0.2374208,79.7102999373059,21.54510394279419,0.4211953044969852
338.5,531.5,379.0,2528.5,1556.0,738.0,0.73929495,0.23809524,79.71047960036273,21.54510394279419,0.45745956907610696
351.0,537.5,401.0,2597.5,1588.0,748.0,0.7325329,0.24118982,79.71065926341956,21.54510394279419,0.5157723916664105
338.0,515.0,403.0,2443.5,1595.5,756.5,0.7168453,0.20995297,79.71083892647638,21.54510394279419,0.5250036824759247
372.0,562.0,469.5,2442.5,1711.0,863.0,0.6775412,0.17611653,79.7110185895332,21.54510394279419,0.49238443990841824
357.0,523.5,408.5,2397.0,1717.0,868.0,0.7087863,0.16528925,79.71119825259002,21.54510394279419,0.45976519733833165
357.0,523.5,408.5,2397.0,1717.0,868.0,0.7087863,0.16528925,79.71137791564685,21.54510394279419,0.4255060977573214
356.5,541.0,400.5,2457.5,1663.5,799.5,0.7197341,0.19267169,79.71155757870368,21.54510394279419,0.40705978243140106
363.5,528.5,422.5,2401.0,1608.5,775.5,0.70072603,0.19765557,79.7117372417605,21.54510394279419,0.4473627300922602
354.5,522.5,402.0,2390.0,1571.5,772.0,0.7120344,0.20661366,79.71191690481731,21.54510394279419,0.44692763118308126
364.0,531.5,424.5,2349.5,1676.0,823.0,0.69394374,0.1673084,79.71209656787414,21.54510394279419,0.44649253227386787
385.0,558.5,476.5,2296.0,1793.0,929.0,0.6562669,0.12301296,79.71227623093097,21.54510394279419,0.4460574333646544
388.5,558.5,483.5,2300.5,1867.5,943.0,0.65265805,0.10388675,79.7124558939878,21.54510394279419,0.445622334455441
387.0,567.5,478.0,2418.5,1764.5,866.0,0.6699465,0.15634713,79.71263555704462,21.54510394279419,0.4451872355462277
372.0,525.5,417.5,2316.5,1619.0,767.0,0.6945867,0.17723288,79.71281522010145,21.54510394279419,0.44098126098510065
364.5,533.0,418.0,2425.0,1645.5,803.5,0.7059444,0.19149981,79.71299488315826,21.54510394279419,0.45607879911140653
366.0,526.5,405.0,2309.5,1652.5,799.0,0.7016025,0.16582534,79.71317454621509,21.54510394279419,0.5440945352935351
374.5,537.5,419.5,2433.5,1651.0,785.0,0.7059236,0.19157791,79.71335420927191,21.54510394279419,0.6129673247700249
373.5,544.5,429.5,2481.0,1709.5,822.5,0.7048617,0.1841069,79.71353387232874,21.54510394279419,0.568706873642471
369.0,519.5,409.0,2325.0,1666.0,790.0,0.7008047,0.16512153,79.71371353538557,21.54510394279419,0.5244464225149171
369.0,519.5,409.0,2325.0,1666.0,790.0,0.7008047,0.16512153,79.71389319844238,21.54510394279419,0.48833907702007584
362.5,518.0,386.0,2431.0,1596.5,736.0,0.7259496,0.2072005,79.7140728614992,21.54510394279419,0.46033532216591205
389.5,568.0,451.5,2635.0,1740.5,836.0,0.7074356,0.20443378,79.71425252455603,21.54510394279419,0.4323315673117481
395.5,554.5,477.0,2278.5,1803.5,913.0,0.6537833,0.116364524,79.71443218761286,21.54510394279419,0.40432781245758415
389.0,541.5,477.0,2209.0,1751.5,888.0,0.64482504,0.11551572,79.71461185066968,21.54510394279419,0.37955939290898133
384.5,547.5,431.0,2498.5,1693.5,823.5,0.70575184,0.19203244,79.71479151372651,21.54510394279419,0.37757326975770467
373.5,541.0,417.0,2484.5,1660.5,804.0,0.71256244,0.19879372,79.71497117678332,21.54510394279419,0.4366049469991481
386.5,540.0,469.0,2246.5,1783.0,910.0,0.6545756,0.115026675,79.71515083984015,21.54510394279419,0.4498012200466545
433.0,605.5,598.5,2330.5,1962.0,1064.5,0.5913281,0.08584741,79.71533050289698,21.54510394279419,0.47274360399226234
400.5,575.0,521.0,2215.5,1929.0,1014.0,0.6192216,0.06912776,79.7155101659538,21.54510394279419,0.540199705088415
391.0,565.5,525.0,2327.0,1865.0,1004.0,0.6318373,0.11020993,79.71568982901063,21.54510394279419,0.5127005509576856
387.0,551.0,472.5,2351.5,1773.0,913.0,0.66536826,0.14025943,79.71586949206744,21.54510394279419,0.4840428159726139
389.5,540.5,487.5,2146.5,1754.0,929.5,0.62984055,0.10062812,79.71604915512427,21.54510394279419,0.45550083915971673
378.0,529.5,445.5,2125.0,1710.5,894.5,0.65337485,0.10806935,79.7162288181811,21.54510394279419,0.4714588694803141
398.5,547.0,512.5,2281.0,1806.5,975.0,0.6330768,0.116085626,79.71640848123792,21.54510394279419,0.49783398279069035
398.5,547.0,512.5,2281.0,1806.5,975.0,0.6330768,0.116085626,79.71658814429475,21.54510394279419,0.4979233167207858
366.5,531.0,423.5,2213.5,1691.0,881.5,0.67880166,0.13381995,79.71676780735157,21.54510394279419,0.4420159232266223
368.0,520.5,396.0,2358.0,1562.5,751.0,0.7124183,0.20290779,79.71694747040839,21.54510394279419,0.3931355349062163
368.5,530.0,403.0,2466.5,1628.5,775.0,0.71911484,0.2046398,79.71712713346521,21.54510394279419,0.344255146581944
393.5,562.5,461.5,2458.0,1716.0,853.0,0.68385,0.17776713,79.71730679652204,21.54510394279419,0.40883688868719975
402.0,557.0,488.5,2259.0,1784.0,917.5,0.644404,0.11748701,79.71748645957886,21.54510394279419,0.4243696368133994
422.5,546.5,491.0,2237.5,1780.0,975.0,0.6400953,0.11387679,79.71766612263569,21.54510394279419,0.41219902430030897
462.0,603.0,597.5,2308.5,2015.0,1160.5,0.58878183,0.06788482,79.7178457856925,21.54510394279419,0.4000284117881813
542.0,702.0,812.0,2435.0,2334.5,1477.5,0.499846,0.021071391,79.71802544874933,21.54510394279419,0.3999706933403229
479.5,648.5,632.5,2499.0,2052.0,1233.0,0.59604025,0.09822017,79.71820511180616,21.54510394279419,0.4041832536810613
463.5,670.5,585.5,2720.0,1904.5,1067.0,0.64574194,0.17634338,79.71838477486298,21.54510394279419,0.39787319587579995
455.0,585.0,584.5,2165.5,1866.0,1076.0,0.5749091,0.07428997,79.71856443791981,21.54510394279419,0.3908238305164715
471.5,624.5,641.0,2082.5,2011.5,1260.5,0.52928215,0.017342452,79.71874410097664,21.54510394279419,0.38377446515714314
621.5,828.0,935.0,2046.5,2469.5,1592.0,0.37279892,-0.09366696,79.71892376403345,21.54510394279419,0.37672509979837226
621.5,828.0,935.0,2046.5,2469.5,1592.0,0.37279892,-0.09366696,79.71910342709027,21.54510394279419,0.376468273551278
684.0,935.5,1106.5,2552.0,3114.0,2207.0,0.3951073,-0.09918814,79.7192830901471,21.54510394279419,0.3891953246342004
848.0,1099.0,1344.5,2607.5,3650.0,2765.5,0.31958503,-0.16660008,79.71946275320393,21.54510394279419,0.448216119179613
928.5,1218.0,1526.0,2620.5,3828.5,3083.0,0.26395756,-0.18731587,79.71964241626075,21.54510394279419,0.4261890868561421
1003.5,1293.5,1632.5,2766.5,4098.5,3297.5,0.25778586,-0.19402768,79.71982207931757,21.54510394279419,0.43543207760632374
992.0,1294.5,1646.5,2745.0,4091.0,3256.5,0.2501423,-0.19689877,79.7200017423744,21.54510394279419,0.5941798249093816
671.5,900.5,1109.5,2331.5,2905.0,2005.0,0.35512933,-0.10951972,79.65999428139521,21.544924279737366,0.5941798249093816
621.0,795.5,949.0,2357.5,2862.5,1919.5,0.42597914,-0.09674329,79.66017394445204,21.544924279737366,0.6220550912075186
580.5,757.5,841.0,2150.0,2682.0,1745.0,0.43764627,-0.11009934,79.66035360750887,21.544924279737366,0.5421949844130094
550.5,704.5,773.5,1823.5,2399.0,1577.5,0.40431267,-0.13629366,79.66053327056568,21.544924279737366,0.6391027978971966
536.5,683.0,788.5,1758.0,2378.5,1575.5,0.38071862,-0.15000604,79.6607129336225,21.544924279737366,0.6092707594681837
520.5,644.0,736.5,1834.0,2285.5,1499.0,0.42695972,-0.10960068,79.66089259667933,21.544924279737366,0.6325919434643671
538.5,654.0,742.5,1733.5,2205.5,1476.5,0.40024233,-0.11982737,79.66107225973616,21.544924279737366,0.6559131274605503
497.0,630.0,666.0,1594.5,2040.0,1292.0,0.41074982,-0.12257532,79.66125192279299,21.544924279737366,0.6838157311408624
491.0,666.5,733.0,1812.5,2233.0,1479.0,0.4240817,-0.103942655,79.6614315858498,21.544924279737366,0.6867322937686587
761.0,1027.0,1289.5,2095.0,2853.5,2235.0,0.23799676,-0.15327877,79.66161124890662,21.544924279737366,0.669155042139356
774.0,1050.0,1300.0,2081.0,2873.0,2245.0,0.23099674,-0.15987082,79.66179091196345,21.544924279737366,0.6557055940118115
788.5,983.0,1148.0,2079.0,2468.5,1948.0,0.28850326,-0.08565146,79.66197057502028,21.544924279737366,0.6381153478282393
566.0,746.5,674.0,2863.0,2172.0,1479.0,0.61888605,0.13723932,79.6621502380771,21.544924279737366,0.629612102908536
566.0,746.5,674.0,2863.0,2172.0,1479.0,0.61888605,0.13723932,79.66232990113393,21.544924279737366,0.6359119011128845
769.5,1034.5,1230.5,2730.0,2714.5,1999.5,0.3786138,0.0028469097,79.66250956419074,21.544924279737366,0.6425383725331879
824.0,1059.5,1299.0,2261.5,2686.5,2163.5,0.2703272,-0.08589329,79.66268922724757,21.544924279737366,0.6491648439540154
699.5,946.0,1086.5,2009.0,2304.5,1590.5,0.29801324,-0.06850585,79.6628688903044,21.544924279737366,0.7044501385381543
642.0,874.0,1017.5,1889.5,2394.0,1678.5,0.2999656,-0.11777752,79.66304855336122,21.544924279737366,0.7026852051487629
694.0,909.0,1140.5,1831.0,2484.5,1916.5,0.23237422,-0.15143089,79.66322821641805,21.544924279737366,0.6970676499458465
596.0,776.5,921.5,1941.5,2497.5,1837.0,0.35626966,-0.12525344,79.66340787947486,21.544924279737366,0.6911187094585812
729.5,931.5,1160.5,2016.5,2536.5,1964.5,0.26943657,-0.11421041,79.66358754253169,21.544924279737366,0.6851697689708455
587.5,747.5,862.0,1908.0,2150.5,1495.5,0.37761733,-0.059751138,79.66376720558851,21.544924279737366,0.6792208284831098
432.0,578.0,531.5,2212.0,1851.5,1041.0,0.61253875,0.088716626,79.66394686864534,21.544924279737366,0.6331186871329361
648.0,901.5,1081.0,2836.5,2782.0,1872.0,0.44811743,0.009700098,79.66412653170217,21.544924279737366,0.5931528395342042
872.5,1147.0,1591.5,2739.5,3581.5,2621.0,0.26506582,-0.13320677,79.66430619475899,21.544924279737366,0.6503459455646947
796.5,1060.0,1360.0,2397.0,3159.0,2290.0,0.2760181,-0.13714902,79.6644858578158,21.544924279737366,0.6954267262449827
706.5,918.0,1082.5,2115.0,2637.5,1794.5,0.32290852,-0.10994214,79.66466552087263,21.544924279737366,0.7440371309723195
706.5,918.0,1082.5,2115.0,2637.5,1794.5,0.32290852,-0.10994214,79.66484518392946,21.544924279737366,0.7524236101664226
590.5,756.5,860.0,2017.5,2411.0,1651.0,0.4022589,-0.08885627,79.66502484698628,21.544924279737366,0.7608100893605255
664.5,868.5,1058.0,1897.0,2620.0,1814.5,0.28392556,-0.16006199,79.66520451004311,21.544924279737366,0.6958495123073047
738.5,1022.0,1311.0,2492.5,3173.5,2243.0,0.31063494,-0.12019061,79.66538417309992,21.544924279737366,0.6731548268754451
856.5,1140.5,1542.0,2722.0,3345.5,2408.5,0.27673545,-0.10276061,79.66556383615675,21.544924279737366,0.6822250975110207
716.0,999.0,1294.0,2259.0,2853.5,2099.0,0.27160147,-0.11628362,79.66574349921358,21.544924279737366,0.6873591161298047
701.5,940.5,1201.5,1990.0,2489.5,1847.0,0.2470625,-0.11150798,79.6659231622704,21.544924279737366,0.6851161598364772
568.0,740.0,849.5,1631.0,1892.0,1283.5,0.31505746,-0.07408459,79.66610282532723,21.544924279737366,0.7435194657195924
452.0,633.0,575.0,1818.0,1631.0,959.5,0.51943165,0.054218613,79.66628248838406,21.544924279737366,0.7438422285446642
439.0,607.5,521.0,2158.5,1651.0,890.0,0.6111215,0.13321958,79.66646215144087,21.544924279737366,0.6918230593377042
560.5,792.5,910.5,2444.5,2515.0,1690.5,0.457228,-0.0142151425,79.6666418144977,21.544924279737366,0.6431379745370842
996.0,1386.5,1634.5,2755.5,2948.5,2238.0,0.25535306,-0.033835903,79.66682147755452,21.544924279737366,0.6686852843931927
532.5,767.0,825.0,2705.0,2691.0,1812.0,0.53257793,0.0025945145,79.66700114061135,21.544924279737366,0.6784236375238645
739.0,997.0,1161.0,2569.5,2788.5,1833.0,0.37756333,-0.04087346,79.66718080366817,21.544924279737366,0.6918611536214108
588.0,811.0,881.5,2127.0,2146.0,1407.5,0.4139937,-0.0044465247,79.66736046672499,21.544924279737366,0.7227488908318935
588.0,811.0,881.5,2127.0,2146.0,1407.5,0.4139937,-0.0044465247,79.66754012978181,21.544924279737366,0.7536366280448193
461.5,647.0,607.5,2350.0,1950.5,1169.5,0.58918005,0.09289618,79.66771979283864,21.544924279737366,0.7845243652577452
475.0,707.5,678.0,2537.5,2281.5,1453.0,0.57829267,0.053123053,79.66789945589547,21.544924279737366,0.8154121024706709
864.5,1114.0,1323.0,2723.0,2880.0,2205.0,0.34602076,-0.028020702,79.66807911895229,21.544924279737366,0.8295693379401275
1048.0,1317.0,1468.0,2985.0,2952.5,2279.0,0.3406692,0.005473684,79.66825878200912,21.544924279737366,0.8400880059997168
572.0,845.5,799.0,3034.5,2388.5,1561.0,0.58314854,0.11912226,79.66843844506593,21.544924279737366,0.8501361370280027
492.5,746.0,730.0,3155.5,2270.5,1248.0,0.624244,0.16310358,79.66861810812276,21.544924279737366,0.8601842680570834
577.0,820.0,847.5,2682.5,2310.0,1469.0,0.51983005,0.07461192,79.66879777117958,21.544924279737366,0.8702323990861641
665.5,899.5,957.5,2472.5,2321.5,1592.0,0.44169095,0.031497706,79.66897743423641,21.544924279737366,0.8773255899531727
609.5,783.5,792.5,2343.0,2298.0,1645.0,0.4944985,0.0096961865,79.66915709729324,21.544924279737366,0.8727289881420476
901.5,1049.5,1123.5,2355.5,2320.5,1713.5,0.35412475,0.0074850298,79.66933676035005,21.544924279737366,0.8681323863312859
564.0,772.5,823.5,2416.0,2264.0,1519.0,0.4915882,0.032478634,79.66951642340688,21.544924279737366,0.8600077412585937
599.5,833.0,985.5,2530.0,2217.0,1442.0,0.43934005,0.06593638,79.6696960864637,21.544924279737366,0.8407510021906409
543.5,735.0,786.5,2127.0,2374.0,1623.5,0.46009955,-0.054876693,79.66987574952053,21.544924279737366,0.8174853265202208
543.5,735.0,786.5,2127.0,2374.0,1623.5,0.46009955,-0.054876693,79.67005541257736,21.544924279737366,0.7942196508498006
733.5,1010.5,1191.5,2747.0,2793.0,2041.5,0.39494732,-0.008303249,79.67023507563418,21.544924279737366,0.7709539751793806
442.0,660.0,658.5,2394.5,2303.0,1495.0,0.56862104,0.019478446,79.670414738691,21.544924279737366,0.798859713285201
404.5,588.5,524.0,2248.0,1897.5,1076.0,0.62193364,0.08454951,79.67059440174782,21.544924279737366,0.8000205812803638
417.0,667.0,541.5,2796.0,1971.5,1079.5,0.67550564,0.17294179,79.67077406480465,21.544924279737366,0.7944706751010463
536.0,734.5,693.0,2596.0,2173.0,1500.5,0.57859534,0.08869784,79.67095372786147,21.544924279737366,0.7900926035913562
765.5,949.5,1052.5,2128.0,2257.5,1749.5,0.33815438,-0.02952913,79.6711333909183,21.544924279737366,0.778327868681734
569.0,797.0,830.5,2477.5,1989.0,1260.0,0.49788392,0.109369755,79.67131305397511,21.544924279737366,0.7809377735909093
583.5,907.0,891.0,2794.5,2240.0,1487.0,0.51648355,0.11014003,79.67149271703194,21.544924279737366,0.7790541664098929
955.0,1224.5,1336.5,2642.0,2548.0,1926.5,0.32813874,0.018111754,79.67167238008876,21.544924279737366,0.7910396063666392
579.5,861.5,946.0,2769.0,2485.5,1772.5,0.49071333,0.053953756,79.67185204314559,21.544924279737366,0.8030250463233856
672.0,920.0,978.0,2709.0,2347.5,1582.5,0.4694874,0.071492136,79.67203170620242,21.544924279737366,0.8150104862801317
487.0,731.0,737.5,2592.0,2286.0,1484.0,0.55699056,0.062730625,79.67221136925924,21.544924279737366,0.8269959262368778
625.0,900.5,1017.5,2475.5,2367.0,1699.5,0.41740623,0.022405783,79.67239103231606,21.544924279737366,0.8389813661926762
625.0,900.5,1017.5,2475.5,2367.0,1699.5,0.41740623,0.022405783,79.67257069537288,21.544924279737366,0.8326926101187646
435.5,634.0,530.0,2569.0,1846.0,991.0,0.65795416,0.1637599,79.67275035842971,21.544924279737366,0.8486343174165116
426.5,641.5,477.5,2932.0,1724.0,824.5,0.71990025,0.25945017,79.67293002148654,21.544924279737366,0.8900333255917412
376.5,552.0,418.0,2598.5,1517.5,708.5,0.7228576,0.26263362,79.67310968454336,21.544924279737366,0.9140634118721731
356.5,521.5,393.5,2207.0,1461.5,701.5,0.6973659,0.20321657,79.67328934760017,21.544924279737366,0.8976264471686785
369.0,583.0,462.5,2543.5,1627.0,783.5,0.6922821,0.21975783,79.673469010657,21.544924279737366,0.8800057047223161
364.0,559.0,494.5,2406.5,1769.5,899.5,0.65908307,0.15253831,79.67364867371383,21.544924279737366,0.8522184663586327
401.5,591.5,588.0,2343.0,1887.5,1048.5,0.59877175,0.107670486,79.67382833677065,21.544924279737366,0.7154561170321477
432.5,632.0,667.5,2409.5,1996.0,1152.5,0.5661358,0.09385995,79.67400799982748,21.544924279737366,0.6992066358767743
382.0,539.0,554.5,1582.0,1463.5,878.0,0.48092675,0.038909867,79.67418766288431,21.544924279737366,0.6948560578087738
313.5,383.0,335.5,687.0,896.0,602.5,0.3437653,-0.13202779,79.67436732594112,21.544924279737366,0.7247696201691485
394.0,475.5,506.0,850.5,911.0,652.0,0.2539624,-0.034345727,79.67454698899795,21.544924279737366,0.7248775156266019
432.0,536.5,578.0,911.0,1060.5,810.0,0.22364002,-0.075830586,79.67472665205477,21.544924279737366,0.7306712903740659
487.5,611.5,664.5,1017.5,1219.0,956.0,0.2098692,-0.09009613,79.6749063151116,21.544924279737366,0.7453402755254006
573.0,710.0,823.5,1257.5,1402.0,1095.0,0.20855358,-0.054333523,79.67508597816843,21.544924279737366,0.7600092606767354
573.0,710.0,823.5,1257.5,1402.0,1095.0,0.20855358,-0.054333523,79.67526564122524,21.544924279737366,0.7782085517868211
518.5,631.0,686.5,1430.0,1397.5,1057.5,0.3512875,0.011494253,79.67544530428206,21.544924279737366,0.7982630399188939
639.0,759.0,854.5,1233.5,1495.5,1272.5,0.18151341,-0.096005864,79.67562496733889,21.544924279737366,0.8046982533203125
664.0,806.0,916.0,1245.0,1593.0,1400.5,0.15224433,-0.122621566,79.67580463039572,21.544924279737366,0.8042736626247773
684.0,822.5,941.0,1293.5,1643.0,1470.5,0.15775341,-0.11901924,79.67598429345254,21.544924279737366,0.8038490719292423
703.0,822.5,983.0,1308.5,1654.0,1493.5,0.14204669,-0.116624475,79.67616395650937,21.544924279737366,0.7951827365976045
657.5,790.0,896.0,1405.5,1686.0,1455.5,0.22137736,-0.09073266,79.67634361956618,21.544924279737366,0.8163714986483036
598.0,734.0,823.0,1473.5,1625.0,1345.0,0.28325713,-0.048894625,79.67652328262301,21.544924279737366,0.8658199755511623
575.5,739.0,798.5,1716.0,1740.5,1355.0,0.36488366,-0.007088095,79.67670294567984,21.544924279737366,0.9004985101036208
533.0,701.5,739.0,1752.0,1721.0,1276.5,0.40666398,0.008926,79.67688260873666,21.544924279737366,0.895269521110138
600.0,727.5,817.5,1309.5,1541.5,1306.5,0.23131171,-0.08137496,79.67706227179349,21.544924279737366,0.8900405321166553
592.0,714.0,826.0,1080.5,1485.5,1389.0,0.1334907,-0.1578332,79.6772419348503,21.544924279737366,0.8854131489020194
714.5,801.0,951.0,1188.5,1646.5,1516.0,0.11100724,-0.16155203,79.67742159790713,21.544924279737366,0.8899481873317254
912.5,1103.5,1317.5,1651.0,2096.0,1866.5,0.11234631,-0.11876167,79.67760126096395,21.544924279737366,0.8913138099653307
912.5,1103.5,1317.5,1651.0,2096.0,1866.5,0.11234631,-0.11876167,79.67778092402078,21.544924279737366,0.8871794665946686
963.5,1184.0,1458.0,1771.0,2266.5,2073.0,0.096934035,-0.12272446,79.6779605870776,21.544924279737366,0.8896340073915867
1012.5,1197.5,1425.5,1784.0,2318.0,2205.0,0.11169964,-0.1301804,79.67814025013443,21.544924279737366,0.8928370337528024
1014.5,1233.0,1479.5,1779.0,2404.0,2321.5,0.091913454,-0.1494143,79.67831991319125,21.544924279737366,0.8850806599532481
818.5,1008.5,1184.0,1716.0,2103.0,1905.0,0.18344827,-0.10133543,79.67849957624807,21.544924279737366,0.8689891399090706
738.5,870.5,983.5,1497.5,1853.5,1632.0,0.20717452,-0.10623694,79.6786792393049,21.544924279737366,0.8616000403714158
671.5,818.5,935.0,1515.0,1912.0,1711.5,0.23673469,-0.115844764,79.67885890236172,21.544924279737366,0.8293460996497656
805.0,971.0,1185.5,1542.0,1977.5,1873.0,0.13070577,-0.12373917,79.67903856541855,21.544924279737366,0.7970921589281155
842.5,1019.5,1242.0,1547.0,2086.0,2026.5,0.10935819,-0.14836223,79.67921822847536,21.544924279737366,0.8335584889014866
826.0,1002.5,1181.5,1669.0,2195.5,2040.0,0.17102262,-0.13624014,79.67939789153219,21.544924279737366,0.8808010868755511
926.0,1159.5,1372.5,2072.0,2512.0,2213.5,0.20307738,-0.09598604,79.67957755458902,21.544924279737366,0.9007992751928144
1121.0,1270.5,1481.0,2350.5,2962.0,2616.5,0.22693463,-0.11510588,79.67975721764584,21.544924279737366,0.9162311235911688
959.0,1123.5,1257.5,2347.5,2690.0,2367.0,0.30235782,-0.06799007,79.67993688070267,21.544924279737366,0.9071902275662914
799.5,984.5,1082.0,2061.0,2202.0,1850.0,0.31148583,-0.0330753,79.6801165437595,21.544924279737366,0.8981493315414141
799.5,984.5,1082.0,2061.0,2202.0,1850.0,0.31148583,-0.0330753,79.68029620681631,21.544924279737366,0.8891084355172518
684.5,833.5,898.5,1929.0,1850.0,1518.5,0.36445624,0.020905001,79.68047586987313,21.544924279737366,0.8702601928936585
678.5,812.5,867.5,1280.5,1577.0,1325.0,0.19227189,-0.10376203,79.68065553292996,21.544924279737366,0.8694235793315366
